Article Name,Link,DOI Number,Country,Year,Journal Name,Abstract,Keywords,Article Type
Decision tree-based learning to predict patient controlled analgesia consumption and readjustment,https://pubmed.ncbi.nlm.nih.gov/23148492/,10.1186/1472-6947-12-131," Hsinchu, Taiwan. yhu@cs.nctu.edu.tw",2012,BMC Med Inform Decis Mak,"Background:
        
      
      Appropriate postoperative pain management contributes to earlier mobilization, shorter hospitalization, and reduced cost. The under treatment of pain may impede short-term recovery and have a detrimental long-term effect on health. This study focuses on Patient Controlled Analgesia (PCA), which is a delivery system for pain medication. This study proposes and demonstrates how to use machine learning and data mining techniques to predict analgesic requirements and PCA readjustment.","Comparative Study, Research Support, Non-U.S. Gov't, Age Factors, Algorithms, Analgesia, Patient-Controlled* / classification, Analysis of Variance, Artificial Intelligence*, Blood Pressure / physiology, Chicago, Decision Trees*, Drug Administration Schedule*, Female, Heart Rate / physiology, Humans, Male, Neural Networks, Computer, Outcome and Process Assessment, Health Care / standards, Pain Management / instrumentation, Pain, Postoperative / drug therapy*, Predictive Value of Tests, Retrospective Studies, Risk Factors, Socioeconomic Factors",Comparative Study
Protocol for the perioperative outcome risk assessment with computer learning enhancement (Periop ORACLE) randomized study,https://pubmed.ncbi.nlm.nih.gov/37547785/,10.12688/f1000research.122286.2,N/A,2022,F1000Res,"Background: More than four million people die each year in the month following surgery, and many more experience complications such as acute kidney injury. Some of these outcomes may be prevented through early identification of at-risk patients and through intraoperative risk mitigation. Telemedicine has revolutionized the way at-risk patients are identified in critical care, but intraoperative telemedicine services are not widely used in anesthesiology. Clinicians in telemedicine settings may assist with risk stratification and brainstorm risk mitigation strategies while clinicians in the operating room are busy performing other patient care tasks. Machine learning tools may help clinicians in telemedicine settings leverage the abundant electronic health data available in the perioperative period. The primary hypothesis for this study is that anesthesiology clinicians can predict postoperative complications more accurately with machine learning assistance than without machine learning assistance. Methods: This investigation is a sub-study nested within the TECTONICS randomized clinical trial (NCT03923699). As part of TECTONICS, study team members who are anesthesiology clinicians working in a telemedicine setting are currently reviewing ongoing surgical cases and documenting how likely they feel the patient is to experience 30-day in-hospital death or acute kidney injury. For patients who are included in this sub-study, these case reviews will be randomized to be performed with access to a display showing machine learning predictions for the postoperative complications or without access to the display. The accuracy of the predictions will be compared across these two groups. Conclusion: Successful completion of this study will help define the role of machine learning not only for intraoperative telemedicine, but for other risk assessment tasks before, during, and after surgery. Registration: ORACLE is registered on ClinicalTrials.gov: NCT05042804; registered September 13, 2021.","Clinical Trial Protocol, Research Support, U.S. Gov't, Non-P.H.S., Research Support, U.S. Gov't, P.H.S., Research Support, N.I.H., Extramural, Acute Kidney Injury* / etiology, Computers, Hospital Mortality, Humans, Postoperative Complications* / etiology, Randomized Controlled Trials as Topic, Risk Assessment",N/A
Neural Machine Translation-Based Automated Current Procedural Terminology Classification System Using Procedure Text: Development and Validation Study,https://pubmed.ncbi.nlm.nih.gov/34037526/,10.2196/22461," MI, United States.",2021,JMIR Form Res,"Background:
        
      
      Administrative costs for billing and insurance-related activities in the United States are substantial. One critical cause of the high overhead of administrative costs is medical billing errors. With advanced deep learning techniques, developing advanced models to predict hospital and professional billing codes has become feasible. These models can be used for administrative cost reduction and billing process improvements.",,N/A
Classifying clinical work settings using EHR audit logs: a machine learning approach,https://pubmed.ncbi.nlm.nih.gov/36716161/,10.37765/ajmc.2023.89310,N/A,2023,Am J Manag Care,"Objectives:
        
      
      We used electronic health record (EHR)-based raw audit logs to classify the work settings of anesthesiology physicians providing care in both surgical intensive care units (ICUs) and operating rooms.","Observational Study, Electronic Health Records*, Health Personnel, Humans, Intensive Care Units, Machine Learning, Physicians*",Observational Study
Exploratory Outlier Detection for Acceleromyographic Neuromuscular Monitoring: Machine Learning Approach,https://pubmed.ncbi.nlm.nih.gov/34152273/,10.2196/25913," Jette, Belgium.",2021,J Med Internet Res,"Background:
        
      
      Perioperative quantitative monitoring of neuromuscular function in patients receiving neuromuscular blockers has become internationally recognized as an absolute and core necessity in modern anesthesia care. Because of their kinetic nature, artifactual recordings of acceleromyography-based neuromuscular monitoring devices are not unusual. These generate a great deal of cynicism among anesthesiologists, constituting an obstacle toward their widespread adoption. Through outlier analysis techniques, monitoring devices can learn to detect and flag signal abnormalities. Outlier analysis (or anomaly detection) refers to the problem of finding patterns in data that do not conform to expected behavior.","Research Support, Non-U.S. Gov't, Accelerometry, Humans, Machine Learning, Neuromuscular Blockade*, Neuromuscular Monitoring*, Reproducibility of Results",N/A
Examining the Ability of Artificial Neural Networks Machine Learning Models to Accurately Predict Complications Following Posterior Lumbar Spine Fusion,https://pubmed.ncbi.nlm.nih.gov/29016439/,10.1097/BRS.0000000000002442," New York, NY.",2018,Spine (Phila Pa 1976),"Study design:
        
      
      A cross-sectional database study.","Cross-Sectional Studies, Databases, Factual, Female, Humans, Lumbar Vertebrae / surgery*, Machine Learning*, Male, Middle Aged, Neural Networks, Computer*, Postoperative Complications / diagnosis*, Prognosis, Spinal Fusion / adverse effects*",N/A
Clusters of medical specialties around patients with multimorbidity - employing fuzzy c-means clustering to explore multidisciplinary collaboration,https://pubmed.ncbi.nlm.nih.gov/37689648/,10.1186/s12913-023-09961-z," Groningen, the Netherlands.",2023,BMC Health Serv Res,"Background:
        
      
      Hospital care organization, structured around medical specialties and focused on the separate treatment of individual organ systems, is challenged by the increasing prevalence of multimorbidity. To support the hospitals' realization of multidisciplinary care, we hypothesized that using machine learning on clinical data helps to identify groups of medical specialties who are simultaneously involved in hospital care for patients with multimorbidity.","Adolescent, Adult, Anesthesiology*, Cluster Analysis, Cross-Sectional Studies, Humans, Multimorbidity*, Retrospective Studies",N/A
Difficult Spinal-Arachnoid Puncture (DSP) Score: Development and Performance Analysis,https://pubmed.ncbi.nlm.nih.gov/36793807/,10.7759/cureus.33760," Raipur, IND.",2023,Cureus,"Background:
        
      
      Difficult and traumatic neuraxial blocks and procedures are not uncommon. Although score-based prediction has been attempted, the practical application of those has remained limited for various reasons. The aim of this study was to develop a clinical scoring system from the strong predictors of failed spinal-arachnoid puncture procedures assessed previously using artificial neural network (ANN) analysis and analyze the score's performance on the index cohort.",,N/A
"Attitudes of Anesthesiologists toward Artificial Intelligence in Anesthesia: A Multicenter, Mixed Qualitative-Quantitative Study",https://pubmed.ncbi.nlm.nih.gov/36983099/,10.3390/jcm12062096," Zurich, Switzerland.",2023,J Clin Med,"Artificial intelligence (AI) is predicted to play an increasingly important role in perioperative medicine in the very near future. However, little is known about what anesthesiologists know and think about AI in this context. This is important because the successful introduction of new technologies depends on the understanding and cooperation of end users. We sought to investigate how much anesthesiologists know about AI and what they think about the introduction of AI-based technologies into the clinical setting. In order to better understand what anesthesiologists think of AI, we recruited 21 anesthesiologists from 2 university hospitals for face-to-face structured interviews. The interview transcripts were subdivided sentence-by-sentence into discrete statements, and statements were then grouped into key themes. Subsequently, a survey of closed questions based on these themes was sent to 70 anesthesiologists from 3 university hospitals for rating. In the interviews, the base level of knowledge of AI was good at 86 of 90 statements (96%), although awareness of the potential applications of AI in anesthesia was poor at only 7 of 42 statements (17%). Regarding the implementation of AI in anesthesia, statements were split roughly evenly between pros (46 of 105, 44%) and cons (59 of 105, 56%). Interviewees considered that AI could usefully be used in diverse tasks such as risk stratification, the prediction of vital sign changes, or as a treatment guide. The validity of these themes was probed in a follow-up survey of 70 anesthesiologists with a response rate of 70%, which confirmed an overall positive view of AI in this group. Anesthesiologists hold a range of opinions, both positive and negative, regarding the application of AI in their field of work. Survey-based studies do not always uncover the full breadth of nuance of opinion amongst clinicians. Engagement with specific concerns, both technical and ethical, will prove important as this technology moves from research to the clinic.",,N/A
Using electroencephalography to explore neurocognitive correlates of procedural proficiency: A pilot study to compare experts and novices during simulated endotracheal intubation,https://pubmed.ncbi.nlm.nih.gov/36527783/,10.1016/j.bandc.2022.105938," VA, USA. Electronic address: serkantoy@vt.edu.",2023,Brain Cogn,"The objective of this study was to explore the use of EEG as a measure of neurocognitive engagement during a procedural task. In this observational study, self-reported cognitive load, observed performance, and EEG signatures in experts and novices were compared during simulated endotracheal intubation. Twelve medical students (novices) and eight senior anesthesiology trainees (experts) were included in the study. Experts reported significantly lower cognitive load (P < 0.001) and outperformed novices based on the observational checklist (P < 0.001). EEG signatures differed significantly between the experts and novices. Experts showed a greater increase in delta and theta band amplitudes, especially in temporal and frontal locations and in right occipital areas for delta. A machine learning algorithm showed 83.3 % accuracy for expert-novice skill classification using the selected EEG features. Performance scores were positively correlated (P < 0.05) with event-related amplitudes for delta and theta bands at locations where experts and novices showed significant differences. Increased delta and frontal/midline theta oscillations on EEG suggested that experts had better attentional control than novices. This pilot study provides initial evidence that EEG may be a useful, noninvasive measure of neurocognitive engagement in operational settings and that it has the potential to complement traditional clinical skills assessment.","Observational Study, Research Support, Non-U.S. Gov't, Cerebral Cortex*, Clinical Competence, Electroencephalography*, Humans, Pilot Projects, Self Report",Observational Study
"Protocol for the Effectiveness of an Anesthesiology Control Tower System in Improving Perioperative Quality Metrics and Clinical Outcomes: the TECTONICS randomized, pragmatic trial",https://pubmed.ncbi.nlm.nih.gov/32201572/,10.12688/f1000research.21016.1,N/A,2019,F1000Res,"Introduction: Perioperative morbidity is a public health priority, and surgical volume is increasing rapidly. With advances in technology, there is an opportunity to research the utility of a telemedicine-based control center for anesthesia clinicians that assess risk, diagnoses negative patient trajectories, and implements evidence-based practices. Objectives: The primary objective of this trial is to determine whether an anesthesiology control tower (ACT) prevents clinically relevant adverse postoperative outcomes including 30-day mortality, delirium, respiratory failure, and acute kidney injury. Secondary objectives are to determine whether the ACT improves perioperative quality of care metrics including management of temperature, mean arterial pressure, mean airway pressure with mechanical ventilation, blood glucose, anesthetic concentration, antibiotic redosing, and efficient fresh gas flow. Methods and analysis: We are conducting a single center, randomized, controlled, phase 3 pragmatic clinical trial. A total of 58 operating rooms are randomized daily to receive support from the ACT or not. All adults (eighteen years and older) undergoing surgical procedures in these operating rooms are included and followed until 30 days after their surgery. Clinicians in operating rooms randomized to ACT support receive decision support from clinicians in the ACT. In operating rooms randomized to no intervention, the current standard of anesthesia care is delivered. The intention-to-treat principle will be followed for all analyses. Differences between groups will be presented with 99% confidence intervals; p-values <0.005 will be reported as providing compelling evidence, and p-values between 0.05 and 0.005 will be reported as providing suggestive evidence. Registration: TECTONICS is registered on ClinicalTrials.gov, NCT03923699; registered on 23 April 2019.","Pragmatic Clinical Trial, Randomized Controlled Trial, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't, Research Support, U.S. Gov't, Non-P.H.S., Research Support, U.S. Gov't, P.H.S., Adult, Anesthesiology*, Arterial Pressure, Benchmarking*, Humans, Respiration, Artificial* / methods, Telemedicine*",Randomized Controlled Trial
The use of a machine-learning algorithm that predicts hypotension during surgery in combination with personalized treatment guidance: study protocol for a randomized clinical trial,https://pubmed.ncbi.nlm.nih.gov/31601239/,10.1186/s13063-019-3637-4," Amsterdam, The Netherlands.",2019,Trials,"Background:
        
      
      Intraoperative hypotension is associated with increased morbidity and mortality. Current treatment is mostly reactive. The Hypotension Prediction Index (HPI) algorithm is able to predict hypotension minutes before the blood pressure actually decreases. Internal and external validation of this algorithm has shown good sensitivity and specificity. We hypothesize that the use of this algorithm in combination with a personalized treatment protocol will reduce the time weighted average (TWA) in hypotension during surgery spent in hypotension intraoperatively.","Clinical Trial Protocol, Arterial Pressure*, Blood Pressure Determination*, Decision Support Techniques*, Humans, Hypotension / diagnosis, Hypotension / etiology*, Hypotension / physiopathology, Hypotension / therapy, Intraoperative Period, Machine Learning*, Monitoring, Intraoperative / methods*, Netherlands, Predictive Value of Tests, Prospective Studies, Randomized Controlled Trials as Topic, Risk Assessment, Risk Factors, Surgical Procedures, Operative / adverse effects*, Time Factors, Treatment Outcome",N/A
Artificial Neural Networks Can Predict Early Failure of Cementless Total Hip Arthroplasty in Patients With Osteoporosis,https://pubmed.ncbi.nlm.nih.gov/35202042/,10.5435/JAAOS-D-21-00775," Boston, MA.",2022,J Am Acad Orthop Surg,"Background:
        
      
      Total hip arthroplasty (THA) done in the aging population is associated with osteoporosis-related complications. The altered bone density in osteoporotic patients is a risk factor for revision surgery. This study aimed to develop and validate machine learning (ML) models to predict revision surgery in patients with osteoporosis after primary noncemented THA.","Aged, Arthroplasty, Replacement, Hip* / adverse effects, Female, Hip Prosthesis* / adverse effects, Humans, Male, Neural Networks, Computer, Osteoporosis* / complications, Osteoporosis* / surgery, Prosthesis Failure, Reoperation, Retrospective Studies, Risk Factors, Treatment Outcome",N/A
"Artificial Intelligence in Anesthesiology: Current Techniques, Clinical Applications, and Limitations",https://pubmed.ncbi.nlm.nih.gov/31939856/,10.1097/ALN.0000000000002960," Cambridge, Massachusetts (G.R.).",2020,Anesthesiology,"Artificial intelligence has been advancing in fields including anesthesiology. This scoping review of the intersection of artificial intelligence and anesthesia research identified and summarized six themes of applications of artificial intelligence in anesthesiology: (1) depth of anesthesia monitoring, (2) control of anesthesia, (3) event and risk prediction, (4) ultrasound guidance, (5) pain management, and (6) operating room logistics. Based on papers identified in the review, several topics within artificial intelligence were described and summarized: (1) machine learning (including supervised, unsupervised, and reinforcement learning), (2) techniques in artificial intelligence (e.g., classical machine learning, neural networks and deep learning, Bayesian methods), and (3) major applied fields in artificial intelligence.The implications of artificial intelligence for the practicing anesthesiologist are discussed as are its limitations and the role of clinicians in further developing artificial intelligence for use in clinical care. Artificial intelligence has the potential to impact the practice of anesthesiology in aspects ranging from perioperative support to critical care delivery to outpatient pain management.","Review, Anesthesiology / methods*, Anesthesiology / trends, Artificial Intelligence* / trends, Deep Learning / trends, Humans, Machine Learning / trends, Monitoring, Intraoperative / methods*, Monitoring, Intraoperative / trends, Neural Networks, Computer",Review
"Machine Learning, Deep Learning, and Closed Loop Devices-Anesthesia Delivery",https://pubmed.ncbi.nlm.nih.gov/34392886/,10.1016/j.anclin.2021.03.012,N/A,2021,Anesthesiol Clin,"With the tremendous volume of data captured during surgeries and procedures, critical care, and pain management, the field of anesthesiology is uniquely suited for the application of machine learning, neural networks, and closed loop technologies. In the past several years, this area has expanded immensely in both interest and clinical applications. This article provides an overview of the basic tenets of machine learning, neural networks, and closed loop devices, with emphasis on the clinical applications of these technologies.","Review, Anesthesia*, Anesthesiology*, Artificial Intelligence, Deep Learning*, Humans, Machine Learning",Review
Artificial Intelligence in Echocardiography for Anesthesiologists,https://pubmed.ncbi.nlm.nih.gov/32962932/,10.1053/j.jvca.2020.08.048," Shanghai, China.",2021,J Cardiothorac Vasc Anesth,"Echocardiography is a unique diagnostic tool for intraoperative monitoring and assessment of patients with cardiovascular diseases. However, there are high levels of interoperator variations in echocardiography interpretations that could lead to inaccurate diagnosis and incorrect treatment. Furthermore, anesthesiologists are faced with the additional challenge to interpret echocardiography and make decisions in a limited timeframe from these complex data. The need for an automated, less operator-dependent process that enhances speed and accuracy of echocardiography analysis is crucial for anesthesiologists. Artificial intelligence is playing an increasingly important role in the medical field and could help anesthesiologists analyze complex echocardiographic data while adding increased accuracy and consistency to interpretation. This review aims to summarize practical use of artificial intelligence in echocardiography and discusses potential limitations and challenges in the future for anesthesiologists.","Review, Anesthesiologists, Artificial Intelligence*, Cardiovascular Diseases*, Echocardiography, Humans, Monitoring, Intraoperative",Review
"Artificial intelligence, machine learning and the pediatric airway",https://pubmed.ncbi.nlm.nih.gov/31845543/,10.1111/pan.13792," ON, Canada.",2020,Paediatr Anaesth,"Artificial intelligence and machine learning are rapidly expanding fields with increasing relevance in anesthesia and, in particular, airway management. The ability of artificial intelligence and machine learning algorithms to recognize patterns from large volumes of complex data makes them attractive for use in pediatric anesthesia airway management. The purpose of this review is to introduce artificial intelligence, machine learning, and deep learning to the pediatric anesthesiologist. Current evidence and developments in artificial intelligence, machine learning, and deep learning relevant to pediatric airway management are presented. We critically assess the current evidence on the use of artificial intelligence and machine learning in the assessment, diagnosis, monitoring, procedure assistance, and predicting outcomes during pediatric airway management. Further, we discuss the limitations of these technologies and offer areas for focused research that may bring pediatric airway management anesthesiology into the era of artificial intelligence and machine learning.","Review, Airway Management / methods*, Artificial Intelligence*, Child, Humans, Intraoperative Complications / diagnosis*, Machine Learning, Postoperative Complications / diagnosis*, Respiration Disorders / diagnosis*",Review
Artificial intelligence and anesthesia: a narrative review,https://pubmed.ncbi.nlm.nih.gov/35928743/,10.21037/atm-21-7031," Parma, Italy.",2022,Ann Transl Med,"Background and objective:
        
      
      The aim of this narrative review is to analyze whether or not artificial intelligence (AI) and its subsets are implemented in current clinical anesthetic practice, and to describe the current state of the research in the field. AI is a general term which refers to all the techniques that enable computers to mimic human intelligence. AI is based on algorithms that gives machines the ability to reason and perform functions such as problem-solving, object and word recognition, inference of world states, and decision-making. It includes machine learning (ML) and deep learning (DL).",Review,Review
Artificial intelligence and its clinical application in Anesthesiology: a systematic review,https://pubmed.ncbi.nlm.nih.gov/37864754/,10.1007/s10877-023-01088-0,N/A,2023,J Clin Monit Comput,"Purpose:
        
      
      Application of artificial intelligence (AI) in medicine is quickly expanding. Despite the amount of evidence and promising results, a thorough overview of the current state of AI in clinical practice of anesthesiology is needed. Therefore, our study aims to systematically review the application of AI in this context.",Review,Review
Deep Learning Model for Automated Trainee Assessment During High-Fidelity Simulation,https://pubmed.ncbi.nlm.nih.gov/37882681/,10.1097/ACM.0000000000005290," Ontario, Canada.",2023,Acad Med,"Problem:
        
      
      Implementation of competency-based medical education has necessitated more frequent trainee assessments. Use of simulation as an assessment tool is limited by access to trained examiners, cost, and concerns with interrater reliability. Developing an automated tool for pass/fail assessment of trainees in simulation could improve accessibility and quality assurance of assessments. This study aimed to develop an automated assessment model using deep learning techniques to assess performance of anesthesiology trainees in a simulated critical event.","Anaphylaxis*, Deep Learning*, High Fidelity Simulation Training*, Humans, Reproducibility of Results, Retrospective Studies",N/A
On the Horizon: Specific Applications of Automation and Artificial Intelligence in Anesthesiology,https://pubmed.ncbi.nlm.nih.gov/38106626/,10.1007/s40140-023-00558-0," MA, USA.",2023,Curr Anesthesiol Rep,"Purpose of review:
        
      
      The purpose of this review is to summarize the current research and critically examine artificial intelligence (AI) technologies and their applicability to the daily practice of anesthesiologists.",,N/A
Patent and Bibliometric Analysis of the Scientific Landscape of the Use of Pulse Oximeters and Their Prospects in the Field of Digital Medicine,https://pubmed.ncbi.nlm.nih.gov/37998496/,10.3390/healthcare11223003," Kharkiv, Ukraine.",2023,Healthcare (Basel),"This study conducted a comprehensive patent and bibliometric analysis to elucidate the evolving scientific landscape surrounding the development and application of pulse oximeters, including in the field of digital medicine. Utilizing data from the Lens database for the period of 2000-2023, we identified the United States, China, the Republic of Korea, Japan, Canada, Australia, Taiwan, and the United Kingdom as the predominant countries in patent issuance for pulse oximeter technology. Our bibliometric analysis revealed a consistent temporal trend in both the volume of publications and citations, underscoring the growing importance of pulse oximeters in digitally-enabled medical practice. Using the VOSviewer software(version 1.6.18), we discerned six primary research clusters: (1) measurement accuracy; (2) integration with the Internet of Things; (3) applicability across diverse pathologies; (4) telemedicine and mobile applications; (5) artificial intelligence and deep learning; and (6) utilization in anesthesiology, resuscitation, and intensive care departments. The findings of this study indicate the prospects for leveraging digital technologies in the use of pulse oximetry in various fields of medicine, with implications for advancing the understanding, diagnosis, prevention, and treatment of cardio-respiratory pathologies. The conducted patent and bibliometric analysis allowed the identification of technical solutions to reduce the risks associated with pulse oximetry: improving precision and validity, technically improved clinical diagnostic use, and the use of machine learning.",,N/A
Comparative analysis of popular predictors for difficult laryngoscopy using hybrid intelligent detection methods,https://pubmed.ncbi.nlm.nih.gov/36451753/,10.1016/j.heliyon.2022.e11761," Limerick, Ireland.",2022,Heliyon,"Difficult laryngoscopy is associated with airway injury, and asphyxia. There are no guidelines or gold standards for detecting difficult laryngoscopy. There are many opinions on which predictors to use to detect difficult laryngoscopy exposure, and no comprehensively unified comparative analysis has been conducted. The efficacy and accuracy of deep learning (DL)-based models and machine learning (ML)-based models for predicting difficult laryngoscopy need to be evaluated and compared, under the circumstance that the flourishing of deep neural networks (DNN) has increasingly left ML less concentrated and uncreative. For the first time, the performance of difficult laryngoscopy prediction for a dataset of 671 patients, under single index and integrated multiple indicators was consistently verified under seven ML-based models and four DL-based approaches. The top dog was a simple traditional machine learning model, Naïve Bayes, outperforming DL-based models, the best test accuracy is 86.6%, the F1 score is 0.908, and the average precision score is 0.837. Three radiological variables of difficult laryngoscopy were all valuable separately and combinedly and the ranking was presented. There is no significant difference in performance among the three radiological indicators individually (83.06% vs. 83.20% vs. 83.33%) and comprehensively (83.74%), suggesting that anesthesiologists can flexibly choose appropriate measurement indicators according to the actual situation to predict difficult laryngoscopy. Adaptive spatial interaction was imposed to the model to boost the performance of difficult laryngoscopy prediction with preoperative cervical spine X-ray.",,N/A
Study on miR-384-5p activates TGF-β signaling pathway to promote neuronal damage in abutment nucleus of rats based on deep learning,https://pubmed.ncbi.nlm.nih.gov/31813493/,10.1016/j.artmed.2019.101740," Henan Province, China.",2019,Artif Intell Med,"Background:
        
      
      Any ailment in our organs can be visualized by using different modality signals and images. Hospitals are encountering a massive influx of large multimodality patient data to be analysed accurately and with context understanding. The deep learning techniques, like convolution neural networks (CNN), long short-term memory (LSTM), autoencoders, deep generative models and deep belief networks have already been applied to efficiently analyse possible large collections of data. Application of these methods to medical signals and images can aid the clinicians in clinical decision making.","Animals, Basal Ganglia / cytology, Basal Ganglia / metabolism*, Deep Learning*, MicroRNAs / physiology*, Neurons / cytology, Neurons / metabolism*, Rats, Signal Transduction*, Transforming Growth Factor beta / metabolism*, MIRN384 microRNA, rat, MicroRNAs, Transforming Growth Factor beta",N/A
Neural Machine Translation-Based Automated Current Procedural Terminology Classification System Using Procedure Text: Development and Validation Study,https://pubmed.ncbi.nlm.nih.gov/34037526/,10.2196/22461," MI, United States.",2021,JMIR Form Res,"Background:
        
      
      Administrative costs for billing and insurance-related activities in the United States are substantial. One critical cause of the high overhead of administrative costs is medical billing errors. With advanced deep learning techniques, developing advanced models to predict hospital and professional billing codes has become feasible. These models can be used for administrative cost reduction and billing process improvements.",,N/A
